code,year,total,GDP,perGDP,population,perCapita
620600,2019,4.215977287,663.4,0.006355106,1464955,0.00000287789
610100,2019,0,11486.5,0,12183280,0
630100,2019,17.263403,1644.4,0.010498299,2467965,0.000006995
532800,2019,2.006768946,721.4,0.00278177,1301407,0.000001542
152500,2019,42.05626104,1148.7,0.036612049,1107075,0.0000379886
421200,2019,4.07090513,1875.6,0.002170455,2658316,0.00000153138
610400,2019,77.574732,2984.2,0.025995152,4983340,0.0000155668
430300,2019,13.7309477,2697.5,0.005090249,2726181,0.0000050367
433100,2019,1.73337047,817.5,0.002120331,2488105,0.000000696663
420600,2019,1.199456664,5827.8,0.000205816,5260951,0.000000227992
420900,2019,22.449197,2777,0.008083974,4270371,0.00000525697
140900,2019,56.1048339,1500.6,0.037388267,2689668,0.0000208594
410700,2019,47.326101,3464,0.013662269,6251929,0.00000756984
360500,2019,0,1252.2,0,1202499,0
411500,2019,0,3196.2,0,6234401,0
130500,2019,28.407634,2546.9,0.011153808,7111106,0.00000399483
152200,2019,11.72751628,681.5,0.017208388,1416929,0.00000827671
320300,2019,0,8457.8,0,9083790,0
411000,2019,0,3746.8,0,4379998,0
341800,2019,10.73697526,1914.4,0.005608533,2500063,0.00000429468
511800,2019,3.21121785,902.5,0.003558136,1434603,0.0000022384
370600,2019,29.9159215,9515.9,0.003143783,7102116,0.00000421225
610600,2019,33.571609,2231.9,0.015041717,2282581,0.0000147077
222400,2019,14.48346709,838.9,0.017264831,1986339,0.00000729154
320900,2019,23.2085768,7079.8,0.00327814,6709629,0.000003459
321000,2019,114.197243,7105,0.0160728,4559797,0.0000250444
441700,2019,14.7385472,1535,0.009601659,2602959,0.00000566223
140300,2019,4.53195917,1012.9,0.004474241,1318505,0.0000034372
230700,2019,13.30002948,343.2,0.038753,878881,0.0000151329
654000,2019,23.17042984,1524.2,0.015201699,2778869,0.00000833808
511500,2019,13.4337507,3427.8,0.003919059,4588804,0.00000292751
420500,2019,11.90324039,5502.7,0.002163164,3762407,0.00000316373
360900,2019,31.32688502,3473.1,0.009019863,5007702,0.00000625574
430900,2019,32.80831741,2108,0.015563718,3851564,0.00000851818
640100,2019,74.6890159,2535.6,0.029456151,2859074,0.0000261235
360600,2019,0,1237.6,0,1154223,0
210800,2019,38.7612792,1431.6,0.027075495,2328582,0.0000166459
431100,2019,4.62316307,2410.3,0.001918086,5289824,0.000000873973
610800,2019,85.66236988,6543.7,0.013090816,3624750,0.0000236326
450900,2019,6.59051057,2167.5,0.003040605,5796766,0.00000113693
632700,2019,0.381900557,72.3,0.005282165,425199,0.000000898169
530400,2019,22.8999479,2520.6,0.009085118,2249502,0.00001018
430600,2019,28.80462052,4710.7,0.006114722,5051922,0.00000570172
445300,2019,4.91396763,1162.4,0.004227433,2383350,0.00000206179
140800,2019,11.96515304,2301.1,0.005199754,4774508,0.00000250605
370400,2019,82.9353173,2039,0.040674506,3855601,0.0000215103
440800,2019,33.66349459,3712.6,0.009067364,6981236,0.000004822
430800,2019,2.04249367,592.4,0.003447829,1517027,0.00000134638
130700,2019,51.56248479,1775.3,0.029044378,4118908,0.0000125185
620700,2019,26.38663854,581.5,0.04537685,1131016,0.00002333
350600,2019,16.657602,5706.6,0.002919006,5054328,0.00000329571
220100,2019,108.1293114,6744.6,0.016031983,9066906,0.0000119257
430100,2019,14.6113386,13966.1,0.0010462,10047914,0.00000145417
140400,2019,58.5874786,2804.8,0.020888291,3180884,0.0000184186
530600,2019,11.54845829,1541,0.007494133,5092611,0.00000226769
441200,2019,28.8371416,2705.1,0.010660287,4113594,0.00000701021
321100,2019,0,5017,0,3210418,0
410100,2019,111.1016775,12934.7,0.008589428,12600574,0.00000881719
442000,2019,206.910101,3631.3,0.056979622,4418060,0.0000468328
640500,2019,29.39032191,563.9,0.052119741,1067336,0.0000275361
500000,2019,76.52720893,29129,0.002627183,32054159,0.00000238743
330900,2019,0,1951.3,0,1157817,0
411600,2019,17.2532764,3617,0.004770052,9026015,0.00000191151
430200,2019,12.52621877,3616.8,0.003463343,3902738,0.0000032096
440400,2019,0,4045.5,0,2439585,0
411700,2019,23.3219623,3257.4,0.007159686,7008427,0.0000033277
512000,2019,0,948.2,0,2308631,0
370300,2019,0,4402.6,0,4704138,0
510300,2019,4.64616228,1638.4,0.002835792,2489256,0.00000186649
520300,2019,36.93344426,4401.3,0.008391485,6606675,0.00000559032
